Cluster_ID	Annotation	Gene_Name	Cav_10DC88	Cav_11DC096	Cga_08-1274-3	Cga_12-4358	Ctr_A-HAR-13
group865	hypothetical protein	--	FFOKMCCD_00869	KCMFMKKO_00753	HDCLDDAM_00434	MFHLCMEF_00435	NA
group866	hypothetical protein	--	FFOKMCCD_00095	KCMFMKKO_00549	HDCLDDAM_00641	MFHLCMEF_00642	NA
group867	hypothetical protein	--	FFOKMCCD_00328	KCMFMKKO_00331	HDCLDDAM_00862	MFHLCMEF_00864	NA
group867.1	hypothetical protein	--	FFOKMCCD_00327	NA	NA	NA	NA
group868	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH	FFOKMCCD_00529	KCMFMKKO_00136	HDCLDDAM_00112	MFHLCMEF_00112	JGDJAKFF_00930
group869	hypothetical protein	--	NA	NA	HDCLDDAM_00164	MFHLCMEF_00164	NA
group870	hypothetical protein	--	FFOKMCCD_00590	KCMFMKKO_00079	HDCLDDAM_00165	MFHLCMEF_00165	NA
group871	Cysteine--tRNA ligase	cysS	FFOKMCCD_00622	KCMFMKKO_00046	HDCLDDAM_00196	MFHLCMEF_00197	JGDJAKFF_00847
group872	Lysine--tRNA ligase	lysS	FFOKMCCD_00623	KCMFMKKO_00045	HDCLDDAM_00197	MFHLCMEF_00198	JGDJAKFF_00846
group873	Disulfide bond reductase DsbH	dsbH	FFOKMCCD_00624	KCMFMKKO_00044	HDCLDDAM_00198	MFHLCMEF_00199	JGDJAKFF_00845
group874	60 kDa chaperonin	groL	FFOKMCCD_00653	KCMFMKKO_00016	HDCLDDAM_00226	MFHLCMEF_00227	JGDJAKFF_00819
group875	ATP-dependent DNA helicase PcrA	pcrA	FFOKMCCD_00781	KCMFMKKO_00839	HDCLDDAM_00348	MFHLCMEF_00349	JGDJAKFF_00656
group876	hypothetical protein	--	FFOKMCCD_00798	KCMFMKKO_00822	HDCLDDAM_00365	MFHLCMEF_00366	NA
group877	putative outer membrane protein pmp11	--	NA	KCMFMKKO_00249	HDCLDDAM_00587	MFHLCMEF_00588	NA
group879	putative outer membrane protein pmp13	--	FFOKMCCD_00107	KCMFMKKO_00078	HDCLDDAM_00655	MFHLCMEF_00166	JGDJAKFF_00944
group879.1	hypothetical protein	--	FFOKMCCD_00108	KCMFMKKO_00536	HDCLDDAM_00166	MFHLCMEF_00657	JGDJAKFF_00878
group879.2	putative outer membrane protein pmp13	--	FFOKMCCD_00591	KCMFMKKO_00537	HDCLDDAM_00656	MFHLCMEF_00656	JGDJAKFF_00947
group879.3	putative outer membrane protein pmp10	--	NA	NA	HDCLDDAM_00746	MFHLCMEF_00589	NA
group879.4	putative outer membrane protein pmp10	--	NA	NA	HDCLDDAM_00588	MFHLCMEF_00748	NA
group880	putative outer membrane protein PmpB	pmpB	FFOKMCCD_00040	KCMFMKKO_00601	HDCLDDAM_00589	MFHLCMEF_00590	JGDJAKFF_00445
group880.1	putative outer membrane protein PmpC	pmpC	NA	NA	NA	NA	JGDJAKFF_00446
group881	hypothetical protein	--	FFOKMCCD_00162	KCMFMKKO_00484	HDCLDDAM_00708	MFHLCMEF_00710	JGDJAKFF_00308
group882	hypothetical protein	--	FFOKMCCD_00207	KCMFMKKO_00440	HDCLDDAM_00752	MFHLCMEF_00754	NA
group883	hypothetical protein	--	FFOKMCCD_00235	KCMFMKKO_00416	HDCLDDAM_00776	MFHLCMEF_00778	NA
group884	FAD:protein FMN transferase	apbE	FFOKMCCD_00261	KCMFMKKO_00394	HDCLDDAM_00799	MFHLCMEF_00801	JGDJAKFF_00081
group885	Maltodextrin phosphorylase	malP	FFOKMCCD_00289	KCMFMKKO_00366	HDCLDDAM_00827	MFHLCMEF_00829	JGDJAKFF_00266
group886	hypothetical protein	--	FFOKMCCD_00318	KCMFMKKO_00339	HDCLDDAM_00854	MFHLCMEF_00856	JGDJAKFF_00205
group887	hypothetical protein	--	FFOKMCCD_00375	KCMFMKKO_00284	HDCLDDAM_00911	MFHLCMEF_00912	JGDJAKFF_00189
group888	hypothetical protein	--	FFOKMCCD_00407	KCMFMKKO_00252	HDCLDDAM_00943	MFHLCMEF_00944	NA
group889	hypothetical protein	--	FFOKMCCD_00014	KCMFMKKO_00627	NA	NA	NA
group890	hypothetical protein	--	FFOKMCCD_00018	KCMFMKKO_00623	NA	NA	NA
group891	hypothetical protein	--	FFOKMCCD_00226	KCMFMKKO_00424	HDCLDDAM_00768	MFHLCMEF_00770	JGDJAKFF_00052
group892	hypothetical protein	--	FFOKMCCD_00330	KCMFMKKO_00329	NA	NA	NA
group893	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN	FFOKMCCD_00381	KCMFMKKO_00278	NA	NA	NA
group894	Sulfate/thiosulfate import ATP-binding protein CysA	cysA	FFOKMCCD_00414	KCMFMKKO_00246	HDCLDDAM_00003	MFHLCMEF_00003	NA
group895	Intermembrane phospholipid transport system permease protein MlaE	mlaE	FFOKMCCD_00415	KCMFMKKO_00245	HDCLDDAM_00004	MFHLCMEF_00004	NA
group896	hypothetical protein	--	FFOKMCCD_00459	KCMFMKKO_00203	NA	NA	NA
group897	hypothetical protein	--	FFOKMCCD_00519	KCMFMKKO_00146	NA	NA	JGDJAKFF_00407
group898	hypothetical protein	--	FFOKMCCD_00524	KCMFMKKO_00141	HDCLDDAM_00107	MFHLCMEF_00107	JGDJAKFF_00934
group899	hypothetical protein	--	FFOKMCCD_00526	KCMFMKKO_00139	HDCLDDAM_00109	MFHLCMEF_00109	JGDJAKFF_00932
group900	hypothetical protein	--	FFOKMCCD_00527	KCMFMKKO_00138	HDCLDDAM_00110	MFHLCMEF_00110	JGDJAKFF_00931
group901	hypothetical protein	--	FFOKMCCD_00566	KCMFMKKO_00100	NA	NA	NA
group902	Succinyl-diaminopimelate desuccinylase	dapE	FFOKMCCD_00571	KCMFMKKO_00096	NA	NA	NA
group903	hypothetical protein	--	FFOKMCCD_00583	KCMFMKKO_00085	NA	NA	NA
group904	hypothetical protein	--	FFOKMCCD_00612	KCMFMKKO_00057	NA	NA	NA
group905	hypothetical protein	--	NA	NA	HDCLDDAM_00904	MFHLCMEF_00905	JGDJAKFF_00178
group905.1	hypothetical protein	--	NA	NA	HDCLDDAM_00903	NA	JGDJAKFF_00173
group906	hypothetical protein	--	FFOKMCCD_00679	KCMFMKKO_00935	NA	NA	NA
group907	hypothetical protein	--	FFOKMCCD_00748	KCMFMKKO_00870	NA	NA	NA
group908	hypothetical protein	--	FFOKMCCD_00206	KCMFMKKO_00441	NA	NA	NA
group909	hypothetical protein	--	FFOKMCCD_00413	KCMFMKKO_00247	HDCLDDAM_00002	MFHLCMEF_00002	NA
group910	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	lpxA_2	FFOKMCCD_00906	NA	NA	NA	NA
group911	Major outer membrane porin	ompA	FFOKMCCD_00861	KCMFMKKO_00761	HDCLDDAM_00426	MFHLCMEF_00427	JGDJAKFF_00737
group912	hypothetical protein	--	FFOKMCCD_00227	KCMFMKKO_00423	HDCLDDAM_00769	MFHLCMEF_00771	JGDJAKFF_00053
group912.1	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00054
group913	hypothetical protein	--	NA	NA	HDCLDDAM_00777	MFHLCMEF_00779	NA
group914	hypothetical protein	--	FFOKMCCD_00288	KCMFMKKO_00367	HDCLDDAM_00826	MFHLCMEF_00828	NA
group915	hypothetical protein	--	FFOKMCCD_00055	NA	NA	NA	NA
group916	putative outer membrane protein pmp10	--	FFOKMCCD_00411	NA	HDCLDDAM_00947	NA	NA
group917	hypothetical protein	--	NA	NA	NA	MFHLCMEF_00699	NA
group918	hypothetical protein	--	NA	NA	NA	MFHLCMEF_00948	NA
group919	Cyclic di-AMP synthase CdaA	cdaA_1	NA	NA	NA	NA	JGDJAKFF_00013
group920	Ribosomal RNA small subunit methyltransferase I	rsmI	NA	NA	NA	NA	JGDJAKFF_00051
group921	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00109
group922	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00110
group923	Inclusion membrane protein D	incD	NA	NA	NA	NA	JGDJAKFF_00120
group924	Inclusion membrane protein E	incE	NA	NA	NA	NA	JGDJAKFF_00121
group925	Inclusion membrane protein F	incF	NA	NA	NA	NA	JGDJAKFF_00122
group926	Inclusion membrane protein G	incG	NA	NA	NA	NA	JGDJAKFF_00123
group927	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00125
group928	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00139
group929	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00140
group930	Cardiolipin synthase A	clsA_2	NA	NA	NA	NA	JGDJAKFF_00161
group931	Cardiolipin synthase A	clsA_3	NA	NA	NA	NA	JGDJAKFF_00162
group932	Cardiolipin synthase A	clsA_4	NA	NA	NA	NA	JGDJAKFF_00163
group933	Cardiolipin synthase A	clsA_5	NA	NA	NA	NA	JGDJAKFF_00164
group934	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00166
group935	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00167
group936	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00168
group937	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00169
group938	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00170
group939	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00171
group940	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00172
group941	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00174
group942	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00175
group943	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00176
group944	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00177
group945	Trp operon repressor	trpR	NA	NA	NA	NA	JGDJAKFF_00179
group946	Tryptophan synthase beta chain	trpB_1	NA	NA	NA	NA	JGDJAKFF_00180
group947	Tryptophan synthase beta chain	trpB_2	NA	NA	NA	NA	JGDJAKFF_00181
group948	Tryptophan synthase alpha chain	trpA	NA	NA	NA	NA	JGDJAKFF_00182
group949	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00183
group950	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00184
group951	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00185
group952	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00186
group953	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00191
group954	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00206
group955	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00210
group956	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00237
group957	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00240
group958	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00241
group959	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00242
group960	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00243
group961	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00244
group962	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00245
group963	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00246
group964	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00247
group965	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00250
group966	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00267
group967	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00306
group968	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00319
group969	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00347
group970	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00348
group971	N-(5'-phosphoribosyl)anthranilate isomerase	trpF	NA	NA	NA	NA	JGDJAKFF_00350
group972	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00354
group973	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00370
group974	Peptide deformylase	def	NA	NA	NA	NA	JGDJAKFF_00378
group975	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00383
group976	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00384
group977	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00386
group978	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00401
group979	Arginine/agmatine antiporter	aaxC_2	NA	NA	NA	NA	JGDJAKFF_00403
group980	Arginine/agmatine antiporter	aaxC_3	NA	NA	NA	NA	JGDJAKFF_00404
group981	Tetraacyldisaccharide 4'-kinase	lpxK_1	NA	NA	NA	NA	JGDJAKFF_00433
group982	Single-stranded-DNA-specific exonuclease RecJ	recJ	NA	NA	NA	NA	JGDJAKFF_00484
group983	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00522
group984	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00524
group985	hypothetical protein	--	FFOKMCCD_00123	NA	NA	NA	NA
group986	Methionyl-tRNA formyltransferase	fmt	NA	NA	NA	NA	JGDJAKFF_00575
group987	hypothetical protein	--	FFOKMCCD_00001	NA	NA	NA	NA
group988	putative oxidoreductase CT_610	--	NA	NA	NA	NA	JGDJAKFF_00658
group989	hypothetical protein	--	FFOKMCCD_00002	NA	NA	NA	NA
group990	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00666
group991	hypothetical protein	--	FFOKMCCD_00003	NA	NA	NA	NA
group992	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00699
group993	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00750
group994	Lipid A export ATP-binding/permease protein MsbA	msbA	FFOKMCCD_00193	NA	NA	NA	NA
group995	Ribonuclease P protein component	rnpA	NA	KCMFMKKO_00048	NA	NA	JGDJAKFF_00849
group996	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00870
group997	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00879
group998	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00881
group999	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00885
group1000	Tyrosine-specific transport protein	tyrP_2	NA	NA	NA	NA	JGDJAKFF_00887
group1001	Deubiquitinase and deneddylase Dub1	cdu1	NA	NA	NA	NA	JGDJAKFF_00941
group1002	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00946
group1003	hypothetical protein	--	FFOKMCCD_00239	NA	NA	NA	NA
group1004	hypothetical protein	--	FFOKMCCD_00119	NA	NA	NA	NA
group1005	hypothetical protein	--	FFOKMCCD_00254	NA	NA	NA	NA
group1006	hypothetical protein	--	FFOKMCCD_00221	NA	NA	NA	NA
group1007	hypothetical protein	--	FFOKMCCD_00259	NA	NA	NA	NA
group1008	hypothetical protein	--	FFOKMCCD_00453	NA	NA	NA	NA
group1009	4-hydroxy-tetrahydrodipicolinate synthase	dapA_2	FFOKMCCD_00495	NA	NA	NA	NA
group1010	tRNA(Ile)-lysidine synthase	tilS_2	FFOKMCCD_00551	NA	NA	NA	NA
group1011	Lipid-A-disaccharide synthase	lpxB_2	FFOKMCCD_00582	NA	NA	NA	NA
group1012	hypothetical protein	--	FFOKMCCD_00422	NA	NA	NA	NA
group1013	hypothetical protein	--	FFOKMCCD_00734	NA	NA	NA	NA
group1014	hypothetical protein	--	FFOKMCCD_00589	NA	NA	NA	NA
group1015	DNA polymerase III subunit alpha	dnaE1	FFOKMCCD_00889	NA	NA	NA	NA
group1016	putative uridylyltransferase	--	FFOKMCCD_00698	NA	NA	NA	NA
group1017	hypothetical protein	--	FFOKMCCD_00724	NA	NA	NA	NA
group1018	hypothetical protein	--	NA	KCMFMKKO_00426	NA	NA	NA
